time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2024-03-12,8.1,6.9,9.7,2.2,0.0,226.0,14.9,33.5,1013.2,0.0
2024-03-13,10.6,8.2,12.5,1.1,0.0,216.0,14.8,31.3,1015.0,0.0
2024-03-14,13.2,9.3,17.4,0.0,0.0,184.0,15.2,33.5,1012.5,474.0
2024-03-15,13.0,10.6,17.4,3.3,0.0,216.0,20.5,79.6,1008.5,36.0
2024-03-16,9.0,4.4,11.0,0.1,0.0,272.0,15.6,41.4,1018.0,6.0
2024-03-17,10.1,5.0,14.1,2.3,0.0,155.0,11.7,29.5,1021.4,180.0
2024-03-18,11.3,9.3,14.8,0.0,0.0,218.0,11.0,32.8,1016.4,144.0
2024-03-19,12.5,8.9,17.5,0.0,0.0,183.0,9.3,27.7,1018.5,246.0
2024-03-20,13.7,9.3,19.8,0.0,0.0,187.0,8.7,20.5,1019.1,342.0
2024-03-21,10.5,9.1,12.4,0.0,0.0,293.0,10.6,28.4,1022.9,48.0
2024-03-22,10.8,6.7,14.0,9.6,0.0,250.0,16.1,33.5,1017.2,24.0
2024-03-23,6.3,4.1,9.5,3.0,0.0,253.0,18.1,62.3,1009.2,324.0
2024-03-24,6.3,4.0,9.1,5.5,0.0,253.0,26.4,72.7,1004.6,96.0
2024-03-25,7.9,3.2,13.0,0.0,0.0,195.0,11.2,33.5,1005.9,528.0
2024-03-26,9.9,5.1,14.6,0.1,0.0,131.0,15.0,44.3,993.3,144.0
2024-03-27,9.8,8.0,11.7,0.3,0.0,189.0,14.1,31.3,987.8,0.0
2024-03-28,9.3,7.1,12.5,4.7,0.0,192.0,21.6,69.8,988.1,168.0
2024-03-29,11.5,7.5,16.2,0.2,0.0,184.0,20.0,48.6,995.0,60.0
2024-03-30,12.0,8.0,17.3,1.2,0.0,168.0,15.3,69.1,996.9,0.0
2024-03-31,12.7,7.4,19.5,2.4,0.0,112.0,11.9,64.8,997.5,294.0
2024-04-01,10.8,9.1,13.2,5.3,0.0,216.0,14.9,37.1,996.4,0.0
2024-04-02,10.2,8.2,12.2,3.0,0.0,228.0,20.8,56.9,1006.1,36.0
2024-04-03,11.4,9.8,14.2,2.8,0.0,200.0,17.2,42.1,1005.9,12.0
2024-04-04,12.0,9.4,15.6,7.2,0.0,222.0,22.0,55.1,1006.8,126.0
2024-04-05,14.9,11.6,18.4,0.5,0.0,204.0,20.7,70.2,1010.1,54.0
2024-04-06,19.8,13.3,25.9,0.0,0.0,175.0,18.5,52.6,1011.3,462.0
2024-04-07,17.9,13.7,21.9,1.2,0.0,206.0,18.8,49.3,1013.4,138.0
2024-04-08,16.7,12.4,21.5,0.5,0.0,133.0,8.0,37.1,1009.1,456.0
2024-04-09,12.8,9.3,16.2,1.4,0.0,217.0,22.9,60.5,1009.7,84.0
2024-04-10,11.0,7.3,16.1,0.0,0.0,234.0,14.8,33.5,1026.2,468.0
2024-04-11,12.9,9.0,15.7,0.0,0.0,214.0,15.7,36.4,1031.1,0.0
2024-04-12,16.6,13.1,21.6,0.0,0.0,225.0,15.4,35.6,1030.6,114.0
2024-04-13,18.7,13.2,24.7,0.0,0.0,219.0,16.9,42.5,1024.3,660.0
2024-04-14,13.6,9.3,16.8,2.2,0.0,280.0,13.4,35.6,1020.9,252.0
2024-04-15,8.3,4.7,14.0,6.7,0.0,236.0,21.6,98.3,1008.4,156.0
2024-04-16,8.0,4.8,12.3,6.4,0.0,281.0,24.6,64.1,1002.7,78.0
2024-04-17,6.0,2.4,10.8,6.2,0.0,307.0,11.2,42.1,1011.0,144.0
2024-04-18,8.1,4.1,12.6,5.0,0.0,323.0,11.6,32.0,1017.7,324.0
2024-04-19,7.6,5.0,11.9,16.5,0.0,270.0,24.4,65.9,1010.5,120.0
2024-04-20,6.9,3.9,11.0,3.7,0.0,315.0,18.3,48.6,1018.6,162.0
2024-04-21,6.7,2.5,11.0,0.0,0.0,5.0,16.9,43.2,1023.0,288.0
2024-04-22,5.5,2.5,9.6,2.5,0.0,13.0,9.7,38.2,1024.4,234.0
2024-04-23,6.5,0.8,11.1,1.1,0.0,2.0,8.9,35.3,1019.9,576.0
2024-04-24,6.3,3.9,10.0,2.2,0.0,293.0,18.9,49.3,1009.2,216.0
2024-04-25,7.2,3.4,10.2,0.3,0.0,240.0,15.1,38.2,1006.1,54.0
2024-04-26,9.4,7.4,12.6,0.6,0.0,204.0,13.8,31.3,1004.3,0.0
2024-04-27,13.8,8.3,20.4,0.0,0.0,156.0,15.6,44.3,1006.3,186.0
2024-04-28,15.0,8.8,19.7,0.0,0.0,182.0,21.8,66.6,1009.0,234.0
2024-04-29,15.5,8.2,21.3,0.0,0.0,172.0,13.3,35.3,1019.5,558.0
2024-04-30,18.7,12.5,25.3,0.0,0.0,104.0,8.4,20.5,1016.2,468.0
2024-05-01,20.3,11.5,28.6,0.0,0.0,45.0,9.6,45.0,1006.6,522.0
2024-05-02,19.1,13.7,27.4,20.0,0.0,80.0,11.3,48.6,999.6,498.0
2024-05-03,12.2,9.0,13.9,2.0,0.0,234.0,18.9,43.9,1008.8,42.0
2024-05-04,12.9,8.5,19.4,11.3,0.0,153.0,11.0,37.1,1014.2,258.0
2024-05-05,13.0,10.0,17.5,0.4,0.0,245.0,12.4,32.8,1009.3,180.0
2024-05-06,14.8,11.8,18.3,3.2,0.0,62.0,8.7,24.1,1008.4,0.0
2024-05-07,15.2,11.7,21.0,1.4,0.0,22.0,10.9,29.5,1017.2,138.0
2024-05-08,13.0,9.9,17.7,0.0,0.0,350.0,9.9,24.8,1025.9,312.0
2024-05-09,15.0,7.8,21.4,0.0,0.0,4.0,6.5,22.3,1027.0,624.0
2024-05-10,16.7,8.8,22.8,0.0,0.0,45.0,7.0,24.1,1024.0,666.0
2024-05-11,18.5,12.2,24.6,0.0,0.0,62.0,12.6,29.6,1022.0,768.0
2024-05-12,20.9,13.6,28.4,0.0,0.0,98.0,13.9,31.5,1017.0,822.0
2024-05-13,21.4,14.9,27.9,0.0,0.0,154.0,13.1,41.4,1011.6,624.0
2024-05-14,22.9,15.6,29.2,0.0,0.0,139.0,13.8,46.4,1006.6,714.0
2024-05-15,17.9,12.6,24.5,0.4,0.0,148.0,9.8,27.0,1005.7,330.0
2024-05-16,17.3,12.5,23.5,1.7,0.0,182.0,8.9,42.5,1004.8,276.0
2024-05-17,16.5,11.3,21.1,0.0,0.0,345.0,10.7,29.5,1006.8,12.0
2024-05-18,17.8,13.1,22.9,4.2,0.0,33.0,9.2,32.0,1009.5,198.0
2024-05-19,14.9,12.7,20.0,9.6,0.0,291.0,8.9,25.9,1010.2,18.0
2024-05-20,16.7,11.8,21.9,1.1,0.0,35.0,5.7,18.4,1010.6,324.0
2024-05-21,17.0,13.2,23.6,25.3,0.0,61.0,11.0,52.6,1007.4,318.0
2024-05-22,16.0,13.2,19.9,0.0,0.0,227.0,16.6,43.9,1007.7,216.0
2024-05-23,16.2,11.7,21.9,0.0,0.0,236.0,12.5,35.3,1014.7,552.0
2024-05-24,15.0,13.1,17.6,27.8,0.0,42.0,8.4,29.5,1017.6,12.0
2024-05-25,15.2,12.1,19.7,0.3,0.0,197.0,11.5,29.5,1016.5,210.0
2024-05-26,16.8,10.6,23.8,5.2,0.0,149.0,11.8,49.3,1015.9,384.0
2024-05-27,15.5,11.7,20.6,8.2,0.0,237.0,9.1,46.4,1016.8,204.0
2024-05-28,14.4,10.6,19.5,12.6,0.0,230.0,15.7,38.9,1017.3,342.0
2024-05-29,15.7,11.2,19.6,3.9,0.0,215.0,18.9,37.1,1010.1,204.0
2024-05-30,14.7,9.3,20.4,0.1,0.0,259.0,9.5,43.9,1006.5,228.0
2024-05-31,15.5,9.9,20.7,0.0,0.0,298.0,10.1,26.6,1010.5,228.0
2024-06-01,17.2,14.3,22.3,0.4,0.0,319.0,13.6,33.5,1015.3,30.0
2024-06-02,14.9,9.6,18.4,0.0,0.0,335.0,16.5,30.2,1020.9,78.0
2024-06-03,13.6,8.4,16.9,0.0,0.0,320.0,9.0,19.1,1020.3,12.0
2024-06-04,17.6,14.2,22.0,1.8,0.0,196.0,10.7,42.5,1014.0,306.0
2024-06-05,14.9,8.0,19.5,0.0,0.0,262.0,15.3,43.2,1012.1,126.0
2024-06-06,14.5,7.8,20.0,0.0,0.0,244.0,8.8,35.3,1017.0,378.0
2024-06-07,16.6,9.8,22.0,0.0,0.0,243.0,8.9,29.2,1018.4,828.0
2024-06-08,16.0,9.0,21.7,0.0,0.0,243.0,14.4,45.0,1013.0,678.0
2024-06-09,14.3,7.3,21.0,0.2,0.0,270.0,13.3,56.2,1011.0,882.0
2024-06-10,11.4,8.2,15.2,8.9,0.0,229.0,18.5,70.2,1006.8,48.0
2024-06-11,12.4,8.5,18.1,0.7,0.0,268.0,16.6,45.7,1014.6,468.0
2024-06-12,12.4,8.5,17.1,0.0,0.0,278.0,12.7,31.0,1019.1,186.0
2024-06-13,14.9,8.2,20.5,0.3,0.0,206.0,10.2,38.2,1017.5,450.0
2024-06-14,16.9,13.5,19.3,8.8,0.0,174.0,17.3,48.2,1008.0,18.0
2024-06-15,16.1,12.1,19.8,2.1,0.0,212.0,24.6,59.8,1004.3,228.0
2024-06-16,15.7,13.5,18.7,3.4,0.0,200.0,18.0,52.9,1007.2,84.0
2024-06-17,17.5,12.6,22.5,0.0,0.0,224.0,11.1,31.0,1011.5,294.0
2024-06-18,16.3,11.9,20.2,11.0,0.0,99.0,8.4,27.7,1013.3,48.0
2024-06-19,17.4,14.1,22.2,0.0,0.0,8.0,12.6,27.7,1017.3,366.0
2024-06-20,18.0,11.9,22.3,1.7,0.0,47.0,12.5,29.5,1019.5,240.0
2024-06-21,17.0,13.0,19.1,4.3,0.0,274.0,11.6,42.5,1012.2,12.0
2024-06-22,16.8,11.9,22.7,0.0,0.0,248.0,13.9,31.3,1013.4,402.0
2024-06-23,19.2,11.4,25.2,0.0,0.0,266.0,7.8,22.3,1018.9,738.0
2024-06-24,20.9,13.0,26.9,0.0,0.0,41.0,7.5,22.3,1019.9,834.0
2024-06-25,23.7,16.8,29.3,0.0,0.0,63.0,11.4,31.0,1015.9,924.0
2024-06-26,24.3,17.4,31.3,0.0,0.0,50.0,8.5,20.5,1011.2,864.0
2024-06-27,24.6,17.3,30.7,5.9,0.0,234.0,10.0,35.3,1008.6,810.0
2024-06-28,19.1,14.5,23.8,0.0,0.0,261.0,15.7,42.1,1014.9,714.0
2024-06-29,20.5,14.0,27.8,23.4,0.0,55.0,8.3,47.5,1014.1,582.0
2024-06-30,18.3,15.5,22.0,3.7,0.0,317.0,12.6,31.3,1008.4,96.0
2024-07-01,16.3,13.3,19.6,0.4,0.0,293.0,14.5,35.3,1014.7,258.0
2024-07-02,15.6,13.7,17.8,1.0,0.0,269.0,13.6,32.0,1014.6,0.0
2024-07-03,14.3,12.5,17.0,3.3,0.0,240.0,11.7,37.1,1011.0,84.0
2024-07-04,15.9,11.8,20.2,4.1,0.0,247.0,19.0,48.2,1007.4,324.0
2024-07-05,15.8,12.9,18.4,0.9,0.0,214.0,18.2,43.9,1010.2,12.0
2024-07-06,18.7,13.1,22.8,0.1,0.0,210.0,24.5,63.0,1003.5,324.0
2024-07-07,16.1,10.6,21.2,0.4,0.0,223.0,17.8,40.0,1012.8,540.0
2024-07-08,18.3,11.6,23.2,0.0,0.0,215.0,8.9,29.2,1017.2,360.0
2024-07-09,23.4,16.6,30.7,5.9,0.0,128.0,13.7,68.4,1014.3,780.0
2024-07-10,21.0,16.3,26.6,1.0,0.0,224.0,12.1,35.3,1014.6,342.0
2024-07-11,19.8,15.8,24.2,0.4,0.0,257.0,11.7,44.3,1017.2,690.0
2024-07-12,15.5,13.4,17.1,18.3,0.0,359.0,16.9,55.1,1011.8,0.0
2024-07-13,14.9,11.0,20.4,0.3,0.0,243.0,17.6,40.7,1012.4,222.0
2024-07-14,17.3,10.5,23.6,0.0,0.0,219.0,12.8,40.0,1013.2,498.0
2024-07-15,20.6,11.2,27.2,4.1,0.0,160.0,9.7,50.0,1011.4,690.0
2024-07-16,18.9,15.6,23.3,3.5,0.0,218.0,19.9,55.4,1010.6,384.0
2024-07-17,19.3,14.8,24.3,0.0,0.0,263.0,13.6,35.3,1019.4,288.0
2024-07-18,21.8,13.1,28.8,0.0,0.0,149.0,5.3,24.1,1022.3,588.0
2024-07-19,23.6,17.6,28.9,0.0,0.0,81.0,7.7,24.1,1018.9,408.0
2024-07-20,24.2,15.2,32.3,3.5,0.0,134.0,7.1,55.1,1010.3,600.0
2024-07-21,21.7,17.6,24.9,0.0,0.0,240.0,10.9,31.3,1007.7,216.0
2024-07-22,19.9,15.2,24.9,0.0,0.0,259.0,12.2,37.8,1016.1,540.0
2024-07-23,19.6,15.0,25.3,19.4,0.0,236.0,16.1,43.2,1016.7,312.0
2024-07-24,18.1,13.2,22.9,0.0,0.0,306.0,11.6,30.2,1020.1,378.0
2024-07-25,19.4,12.0,25.2,4.3,0.0,165.0,9.1,24.1,1015.1,186.0
2024-07-26,20.6,17.5,24.5,0.1,0.0,237.0,14.5,32.8,1010.7,60.0
2024-07-27,18.6,14.8,22.8,1.7,0.0,320.0,5.3,24.1,1013.7,0.0
2024-07-28,19.4,14.1,25.1,0.0,0.0,302.0,11.3,25.9,1023.1,594.0
2024-07-29,21.6,14.6,27.9,0.0,0.0,87.0,8.7,36.4,1023.6,864.0
2024-07-30,24.1,17.4,31.2,0.0,0.0,180.0,8.0,22.3,1017.0,840.0
2024-07-31,21.5,16.7,26.3,0.6,0.0,32.0,8.0,20.5,1014.8,108.0
2024-08-01,19.7,17.4,22.2,7.4,0.0,38.0,8.9,24.1,1012.0,12.0
2024-08-02,19.8,15.1,25.6,0.0,0.0,356.0,5.8,16.6,1012.3,438.0
2024-08-03,19.7,15.0,24.1,10.5,0.0,225.0,11.8,37.1,1011.6,204.0
2024-08-04,18.6,16.3,21.1,0.0,0.0,284.0,11.5,27.0,1014.1,30.0
2024-08-05,20.5,15.3,26.6,0.0,0.0,210.0,9.3,31.0,1014.8,522.0
2024-08-06,22.5,14.0,29.6,0.0,0.0,170.0,8.8,25.9,1011.4,726.0
2024-08-07,19.8,17.0,23.8,1.1,0.0,268.0,10.9,33.5,1011.7,174.0
2024-08-08,19.8,15.6,24.7,0.0,0.0,232.0,10.6,27.8,1016.2,516.0
2024-08-09,21.0,15.5,25.4,1.2,0.0,233.0,19.3,48.6,1014.8,144.0
2024-08-10,20.1,14.6,25.9,0.0,0.0,237.0,12.6,29.5,1019.8,612.0
2024-08-11,22.7,16.2,28.3,0.0,0.0,10.0,6.5,24.1,1021.1,654.0
2024-08-12,25.7,17.5,33.8,0.0,0.0,104.0,11.2,33.5,1012.9,822.0
2024-08-13,26.0,18.6,34.3,37.7,0.0,172.0,10.5,49.3,1009.2,504.0
2024-08-14,20.9,17.3,25.3,2.4,0.0,214.0,8.3,29.2,1011.1,30.0
2024-08-15,21.2,16.0,27.1,0.0,0.0,233.0,11.9,29.5,1016.0,534.0
2024-08-16,20.9,17.6,24.0,8.1,0.0,223.0,13.4,36.4,1015.3,72.0
2024-08-17,21.1,18.4,24.8,6.7,0.0,302.0,8.2,33.5,1012.8,294.0
2024-08-18,19.7,15.9,23.9,0.0,0.0,356.0,10.9,25.9,1011.4,234.0
2024-08-19,17.9,11.8,23.8,0.0,0.0,200.0,6.0,29.2,1017.9,672.0
2024-08-20,20.3,15.4,25.8,2.3,0.0,192.0,13.8,39.6,1012.1,534.0
2024-08-21,16.8,12.9,21.0,0.0,0.0,259.0,17.9,44.3,1015.4,396.0
2024-08-22,19.1,13.3,24.1,0.0,0.0,204.0,18.1,48.6,1012.5,624.0
2024-08-23,20.4,16.3,25.0,4.9,0.0,207.0,22.8,59.8,1008.2,276.0
2024-08-24,21.9,16.6,30.0,8.9,0.0,193.0,19.9,69.1,1007.9,558.0
2024-08-25,17.1,13.2,21.4,0.0,0.0,236.0,18.5,43.2,1018.2,546.0
2024-08-26,17.1,11.9,22.8,0.0,0.0,211.0,11.1,31.3,1022.2,588.0
2024-08-27,19.8,12.4,26.6,0.0,0.0,114.0,8.6,31.3,1021.7,774.0
2024-08-28,22.5,14.1,29.1,0.0,0.0,125.0,11.9,36.4,1016.3,762.0
2024-08-29,23.3,18.9,29.1,1.6,0.0,206.0,16.2,33.3,1017.0,486.0
2024-08-30,18.4,16.8,20.2,10.3,0.0,16.0,13.3,29.5,1022.3,138.0
2024-08-31,19.5,14.4,24.7,0.0,0.0,45.0,17.3,37.1,1021.7,690.0
2024-09-01,23.6,16.9,31.0,0.0,0.0,66.0,10.1,27.7,1016.0,719.0
2024-09-02,23.0,18.5,30.4,35.8,0.0,196.0,10.1,66.6,1012.9,551.0
2024-09-03,21.6,17.9,27.5,0.4,0.0,182.0,10.4,24.1,1014.8,242.0
2024-09-04,18.6,16.7,19.8,3.4,0.0,317.0,7.2,19.8,1016.6,0.0
2024-09-05,22.3,17.2,29.4,0.0,0.0,50.0,18.1,39.6,1010.3,395.0
2024-09-06,21.6,18.4,25.7,2.6,0.0,91.0,14.2,24.1,1010.2,183.0
2024-09-07,21.6,14.2,28.0,0.0,0.0,140.0,8.3,35.3,1011.6,406.0
2024-09-08,19.9,14.5,23.9,0.3,0.0,200.0,12.2,37.8,1008.5,324.0
2024-09-09,16.6,12.8,20.8,4.1,0.0,239.0,11.7,38.2,1004.6,42.0
2024-09-10,15.0,11.3,18.6,13.7,0.0,232.0,22.2,58.0,1009.6,102.0
2024-09-11,11.9,7.9,17.0,3.5,0.0,253.0,20.4,62.3,1005.4,324.0
2024-09-12,10.8,7.6,16.5,0.0,0.0,254.0,10.6,33.5,1012.4,291.0
2024-09-13,11.5,5.9,17.4,0.0,0.0,324.0,12.7,40.0,1022.5,446.0
2024-09-14,11.2,5.2,17.8,0.0,0.0,334.0,10.4,29.2,1029.9,570.0
2024-09-15,13.2,5.6,19.1,0.0,0.0,282.0,7.5,26.6,1027.3,407.0
2024-09-16,16.6,13.6,21.4,0.0,0.0,332.0,11.2,31.3,1024.5,361.0
2024-09-17,15.9,13.9,18.9,0.0,0.0,30.0,18.6,48.2,1027.2,265.0
2024-09-18,17.6,13.6,22.8,0.0,0.0,56.0,20.0,50.0,1026.9,567.0
2024-09-19,17.7,15.0,22.5,0.0,0.0,62.0,19.4,40.7,1024.2,650.0
2024-09-20,18.5,13.7,23.8,0.0,0.0,73.0,17.1,32.8,1021.7,639.0
2024-09-21,18.7,12.5,25.8,0.0,0.0,90.0,8.4,25.2,1020.1,658.0
2024-09-22,17.8,10.3,25.5,0.0,0.0,116.0,6.8,23.4,1015.3,569.0
2024-09-23,17.5,12.5,21.2,0.0,0.0,194.0,12.4,44.3,1008.7,188.0
2024-09-24,15.5,11.9,20.4,1.7,0.0,208.0,15.1,49.3,1004.1,88.0
2024-09-25,14.9,13.3,17.5,11.6,0.0,202.0,16.6,40.0,1003.7,2.0
2024-09-26,16.1,13.9,19.4,2.8,0.0,200.0,23.9,57.2,992.2,64.0
2024-09-27,13.4,9.7,17.4,3.3,0.0,229.0,28.1,72.4,997.4,193.0
2024-09-28,10.7,6.9,15.5,1.7,0.0,288.0,14.2,38.2,1017.7,215.0
2024-09-29,10.5,5.7,14.5,0.0,0.0,166.0,10.0,29.2,1026.5,373.0
2024-09-30,12.4,8.5,15.0,6.7,0.0,148.0,19.9,48.2,1012.7,105.0
2024-10-01,13.4,11.5,15.0,7.6,0.0,210.0,19.8,48.2,1007.0,0.0
2024-10-02,11.1,8.3,12.7,1.1,0.0,7.0,11.7,31.3,1010.4,0.0
2024-10-03,10.3,5.4,15.7,0.0,0.0,34.0,13.5,27.7,1018.6,167.0
2024-10-04,10.1,5.1,16.5,0.0,0.0,38.0,9.5,27.0,1021.1,431.0
2024-10-05,9.8,2.3,16.5,0.0,0.0,80.0,9.2,21.6,1019.2,530.0
2024-10-06,11.7,5.9,17.6,0.0,0.0,141.0,16.0,48.6,1009.4,449.0
2024-10-07,16.2,13.0,20.3,2.7,0.0,182.0,15.9,44.3,1002.6,138.0
2024-10-08,16.7,14.2,18.8,0.6,0.0,189.0,17.9,38.9,999.4,45.0
2024-10-09,14.6,13.1,16.0,40.9,0.0,166.0,18.2,48.2,991.4,0.0
2024-10-10,12.4,9.2,15.1,2.1,0.0,304.0,17.3,39.6,995.7,92.0
2024-10-11,9.3,5.2,14.3,0.0,0.0,262.0,8.7,19.1,1015.4,506.0
2024-10-12,10.3,6.6,13.1,0.7,0.0,161.0,14.5,46.8,1012.6,71.0
2024-10-13,9.7,6.2,13.0,0.2,0.0,258.0,22.9,57.2,1013.8,120.0
2024-10-14,7.9,4.1,10.9,4.1,0.0,105.0,8.2,29.5,1018.5,7.0
2024-10-15,9.8,4.6,15.7,0.0,0.0,93.0,12.8,37.8,1020.0,420.0
2024-10-16,15.3,9.2,21.0,0.2,0.0,140.0,20.9,51.1,1012.5,231.0
