time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2023-01-01,13.8,11.1,16.8,6.4,0.0,202.0,21.9,53.6,1014.0,0.0
2023-01-02,10.6,6.4,14.2,2.2,0.0,227.0,18.5,51.8,1016.4,0.0
2023-01-03,7.3,4.1,10.1,6.0,0.0,203.0,16.1,41.4,1026.3,90.0
2023-01-04,11.0,7.8,12.5,2.8,0.0,226.0,31.3,65.9,1016.6,0.0
2023-01-05,10.5,9.5,11.7,3.2,0.0,248.0,19.3,48.6,1019.2,36.0
2023-01-06,11.0,10.2,12.7,1.1,0.0,221.0,19.2,50.0,1018.0,12.0
2023-01-07,10.8,9.6,12.3,0.2,0.0,182.0,20.5,52.9,1011.9,222.0
2023-01-08,9.6,7.7,11.0,8.5,0.0,192.0,19.6,62.3,1001.4,204.0
2023-01-09,7.1,4.4,8.4,1.7,0.0,228.0,19.9,55.1,999.4,0.0
2023-01-10,6.1,4.0,8.4,8.4,0.0,209.0,20.4,58.0,1015.0,132.0
2023-01-11,9.6,7.9,11.0,7.5,0.0,227.0,24.9,61.6,1010.1,132.0
2023-01-12,9.8,8.0,10.9,10.2,0.0,227.0,33.5,63.7,1006.7,0.0
2023-01-13,8.6,7.3,10.2,0.3,0.0,239.0,27.3,68.4,1007.4,24.0
2023-01-14,8.6,6.0,12.0,14.0,0.0,214.0,27.0,63.7,1006.2,0.0
2023-01-15,6.7,5.2,7.6,1.3,0.0,230.0,28.8,74.5,1000.1,72.0
2023-01-16,5.2,3.9,6.7,9.0,0.0,184.0,24.6,56.9,985.0,0.0
2023-01-17,1.4,-3.0,4.9,0.0,0.0,240.0,13.5,50.0,987.3,282.0
2023-01-18,0.2,-3.5,4.0,1.8,0.0,219.0,12.4,32.8,996.2,390.0
2023-01-19,1.4,-0.9,3.8,0.5,20.0,236.0,16.0,38.9,1005.2,6.0
2023-01-20,1.1,-1.4,2.8,0.0,0.0,173.0,12.5,29.5,1015.2,0.0
2023-01-21,-0.4,-3.3,2.2,0.0,0.0,32.0,13.7,40.0,1030.1,0.0
2023-01-22,0.6,-0.4,2.2,0.1,0.0,14.0,14.4,25.9,1032.0,0.0
2023-01-23,2.6,0.9,4.0,0.0,0.0,53.0,12.9,36.4,1036.3,0.0
2023-01-24,2.4,0.7,3.3,0.0,0.0,65.0,12.6,33.5,1038.5,0.0
2023-01-25,-0.6,-2.1,0.7,0.1,0.0,230.0,7.4,21.6,1033.2,0.0
2023-01-26,1.0,-1.9,4.9,0.5,0.0,285.0,9.6,23.4,1024.4,0.0
2023-01-27,4.1,2.8,5.2,0.0,0.0,26.0,17.0,40.0,1026.2,0.0
2023-01-28,0.5,-3.2,2.8,0.0,0.0,24.0,7.8,25.9,1030.1,150.0
2023-01-29,0.2,-2.8,3.4,0.6,0.0,213.0,14.3,37.8,1027.2,0.0
2023-01-30,5.7,2.5,8.2,0.0,0.0,272.0,25.2,52.9,1018.6,54.0
2023-01-31,4.8,2.0,7.7,0.6,0.0,246.0,20.6,44.3,1022.1,0.0
2023-02-01,6.3,3.4,8.1,7.7,0.0,263.0,27.0,55.1,1019.0,0.0
2023-02-02,7.6,6.3,8.9,2.2,0.0,264.0,22.4,40.7,1023.1,0.0
2023-02-03,8.9,7.4,10.5,0.2,0.0,272.0,23.4,55.4,1026.0,0.0
2023-02-04,7.1,5.2,9.6,0.6,0.0,330.0,6.6,25.2,1035.6,84.0
2023-02-05,6.2,2.4,7.7,0.9,0.0,315.0,17.5,61.6,1037.3,0.0
2023-02-06,2.5,0.1,5.8,0.0,0.0,31.0,8.7,16.6,1041.3,6.0
2023-02-07,1.6,-2.4,6.7,0.0,0.0,103.0,8.0,22.7,1040.4,522.0
2023-02-08,2.6,-2.8,8.6,0.0,0.0,149.0,9.7,25.9,1037.6,528.0
2023-02-09,2.6,-0.9,5.2,0.0,0.0,205.0,13.2,35.6,1033.1,414.0
2023-02-10,4.8,0.8,8.7,0.0,0.0,229.0,13.1,31.3,1036.6,294.0
2023-02-11,7.2,5.6,9.4,0.0,0.0,247.0,14.5,29.5,1035.5,0.0
2023-02-12,8.0,6.2,9.7,0.0,0.0,221.0,5.5,23.4,1038.8,0.0
2023-02-13,9.6,6.6,14.2,0.0,0.0,133.0,9.2,31.3,1037.1,540.0
2023-02-14,7.8,3.8,13.3,0.0,0.0,178.0,11.2,31.3,1033.7,546.0
2023-02-15,6.8,2.1,13.1,0.0,0.0,190.0,11.7,29.5,1027.0,462.0
2023-02-16,7.8,4.0,11.3,0.1,0.0,205.0,15.6,43.9,1023.3,78.0
2023-02-17,11.6,10.1,13.9,0.5,0.0,241.0,25.7,57.2,1020.2,0.0
2023-02-18,10.3,9.4,11.3,7.1,0.0,245.0,24.6,55.4,1019.6,0.0
2023-02-19,9.0,4.8,10.5,0.8,0.0,276.0,18.2,50.0,1022.1,0.0
2023-02-20,7.3,4.8,8.7,0.0,0.0,241.0,21.3,43.9,1023.3,0.0
2023-02-21,7.9,5.7,9.1,0.0,0.0,209.0,12.4,23.4,1019.5,0.0
2023-02-22,8.7,2.2,14.3,3.2,0.0,179.0,8.6,25.9,1013.0,300.0
2023-02-23,7.6,3.8,8.6,2.1,0.0,289.0,8.5,22.3,1014.4,0.0
2023-02-24,3.9,1.5,6.0,4.0,0.0,281.0,15.7,40.0,1009.3,6.0
2023-02-25,3.8,0.4,7.1,1.5,0.0,332.0,17.3,48.2,1010.5,300.0
2023-02-26,1.8,-1.6,5.5,0.0,0.0,27.0,16.4,46.8,1023.1,546.0
2023-02-27,1.9,-2.2,6.8,0.0,0.0,49.0,13.6,41.4,1029.5,522.0
2023-02-28,1.7,-1.9,6.1,0.0,0.0,63.0,12.6,39.6,1031.0,522.0
2023-03-01,2.3,-2.5,7.4,0.0,0.0,57.0,14.3,40.7,1028.1,606.0
2023-03-02,4.1,-0.8,10.6,0.0,0.0,54.0,15.9,33.5,1023.7,606.0
2023-03-03,3.1,0.4,7.6,0.0,0.0,12.0,11.7,31.3,1025.2,150.0
2023-03-04,5.6,3.9,7.4,0.1,0.0,309.0,13.4,29.5,1024.4,0.0
2023-03-05,4.4,2.9,6.5,0.2,0.0,277.0,11.0,24.1,1016.8,0.0
2023-03-06,3.9,1.7,7.4,3.7,0.0,239.0,14.9,48.2,1005.8,168.0
2023-03-07,2.6,0.2,4.5,8.2,0.0,251.0,16.4,50.8,998.6,0.0
